,keltner,engulf
229,Signal.WAIT,95
230,Signal.WAIT,96
231,Signal.WAIT,97
232,Signal.WAIT,98
233,Signal.WAIT,99
234,Signal.WAIT,100
235,Signal.WAIT,101
236,Signal.WAIT,102
237,Signal.WAIT,103
238,Signal.WAIT,104
239,Signal.WAIT,105
240,Signal.WAIT,106
241,Signal.WAIT,107
242,Signal.WAIT,108
243,Signal.WAIT,109
244,Signal.WAIT,110
245,Signal.WAIT,111
246,Signal.WAIT,112
247,Signal.WAIT,113
248,Signal.WAIT,114
249,Signal.WAIT,115
250,Signal.WAIT,116
251,Signal.WAIT,117
252,Signal.WAIT,118
253,Signal.WAIT,119
254,Signal.WAIT,120
255,Signal.WAIT,121
256,Signal.WAIT,122
257,Signal.WAIT,123
258,Signal.WAIT,124
259,Signal.WAIT,125
260,Signal.WAIT,126
261,Signal.WAIT,127
262,Signal.WAIT,128
263,Signal.WAIT,129
264,Signal.WAIT,130
265,Signal.WAIT,131
266,Signal.WAIT,132
267,Signal.WAIT,133
268,Signal.WAIT,134
269,Signal.WAIT,135
270,Signal.WAIT,136
271,Signal.WAIT,137
272,Signal.WAIT,138
273,Signal.WAIT,139
274,Signal.WAIT,0
275,Signal.WAIT,1
276,Signal.WAIT,2
277,Signal.WAIT,3
278,Signal.WAIT,4
279,Signal.WAIT,5
280,Signal.WAIT,6
281,Signal.WAIT,7
282,Signal.WAIT,8
283,Signal.WAIT,9
284,Signal.WAIT,10
285,Signal.WAIT,11
286,Signal.WAIT,12
287,Signal.WAIT,13
288,Signal.WAIT,14
289,Signal.WAIT,15
290,Signal.WAIT,16
291,Signal.WAIT,17
292,Signal.WAIT,18
293,Signal.WAIT,19
294,Signal.WAIT,20
295,Signal.WAIT,21
296,Signal.WAIT,22
297,Signal.WAIT,23
298,Signal.WAIT,24
299,Signal.WAIT,25
300,Signal.WAIT,26
301,Signal.WAIT,27
302,Signal.WAIT,28
303,Signal.WAIT,29
304,Signal.WAIT,30
305,Signal.WAIT,31
306,Signal.WAIT,32
307,Signal.WAIT,33
308,Signal.WAIT,34
309,Signal.WAIT,35
310,Signal.WAIT,36
311,Signal.WAIT,37
312,Signal.WAIT,38
313,Signal.WAIT,39
314,Signal.WAIT,40
315,Signal.WAIT,41
316,Signal.WAIT,42
317,Signal.WAIT,43
318,Signal.WAIT,44
319,Signal.WAIT,45
320,Signal.WAIT,46
321,Signal.WAIT,47
322,Signal.WAIT,48
323,Signal.WAIT,49
324,Signal.WAIT,50
325,Signal.WAIT,52
326,Signal.WAIT,53
327,Signal.WAIT,55
328,Signal.WAIT,56
329,Signal.WAIT,57
330,Signal.WAIT,58
331,Signal.WAIT,59
332,Signal.WAIT,60
333,Signal.WAIT,61
334,Signal.WAIT,62
335,Signal.WAIT,63
336,Signal.WAIT,64
337,Signal.WAIT,65
338,Signal.WAIT,66
339,Signal.WAIT,68
340,Signal.WAIT,69
341,Signal.WAIT,70
342,Signal.WAIT,71
343,Signal.WAIT,72
344,Signal.WAIT,73
345,Signal.WAIT,74
346,Signal.WAIT,75
347,Signal.WAIT,76
348,Signal.WAIT,77
349,Signal.WAIT,78
350,Signal.WAIT,79
351,Signal.WAIT,80
352,Signal.WAIT,81
353,Signal.WAIT,82
354,Signal.WAIT,83
355,Signal.WAIT,84
356,Signal.WAIT,85
357,Signal.WAIT,86
358,Signal.WAIT,87
359,Signal.WAIT,88
360,Signal.WAIT,89
361,Signal.WAIT,90
362,Signal.WAIT,91
363,Signal.WAIT,92
364,Signal.WAIT,93
365,Signal.WAIT,94
366,Signal.WAIT,95
367,Signal.WAIT,96
368,Signal.WAIT,97
369,Signal.WAIT,98
370,Signal.WAIT,99
371,Signal.WAIT,100
372,Signal.WAIT,101
373,Signal.WAIT,102
374,Signal.WAIT,103
375,Signal.WAIT,104
376,Signal.WAIT,105
377,Signal.WAIT,106
378,Signal.WAIT,107
379,Signal.WAIT,108
380,Signal.WAIT,109
381,Signal.WAIT,110
382,Signal.WAIT,111
383,Signal.WAIT,112
384,Signal.WAIT,113
385,Signal.WAIT,114
386,Signal.WAIT,115
387,Signal.WAIT,116
388,Signal.WAIT,117
389,Signal.WAIT,118
390,Signal.WAIT,119
391,Signal.WAIT,120
392,Signal.WAIT,121
393,Signal.WAIT,122
394,Signal.WAIT,123
395,Signal.WAIT,124
396,Signal.WAIT,125
397,Signal.WAIT,126
398,Signal.WAIT,127
399,Signal.WAIT,128
400,Signal.WAIT,129
401,Signal.WAIT,130
402,Signal.WAIT,131
403,Signal.WAIT,132
404,Signal.WAIT,133
405,Signal.WAIT,134
406,Signal.WAIT,135
407,Signal.WAIT,136
408,Signal.WAIT,137
409,Signal.WAIT,138
410,Signal.WAIT,139
411,Signal.WAIT,0
412,Signal.WAIT,1
413,Signal.WAIT,2
414,Signal.WAIT,3
415,Signal.WAIT,4
416,Signal.WAIT,5
417,Signal.WAIT,6
418,Signal.WAIT,7
419,Signal.WAIT,8
420,Signal.WAIT,9
421,Signal.WAIT,10
422,Signal.WAIT,11
423,Signal.WAIT,12
424,Signal.WAIT,13
425,Signal.WAIT,14
426,Signal.WAIT,15
427,Signal.WAIT,16
428,Signal.WAIT,17
429,Signal.WAIT,18
430,Signal.WAIT,19
431,Signal.WAIT,20
432,Signal.WAIT,21
433,Signal.WAIT,22
434,Signal.WAIT,23
435,Signal.WAIT,24
436,Signal.WAIT,25
437,Signal.WAIT,26
438,Signal.WAIT,27
439,Signal.WAIT,28
440,Signal.WAIT,29
441,Signal.WAIT,30
442,Signal.WAIT,31
443,Signal.WAIT,32
444,Signal.WAIT,33
445,Signal.WAIT,34
446,Signal.WAIT,35
447,Signal.WAIT,36
448,Signal.WAIT,37
449,Signal.WAIT,38
450,Signal.WAIT,39
451,Signal.WAIT,40
452,Signal.WAIT,41
453,Signal.WAIT,42
454,Signal.WAIT,43
455,Signal.WAIT,44
456,Signal.WAIT,45
457,Signal.WAIT,46
458,Signal.WAIT,47
459,Signal.WAIT,48
460,Signal.WAIT,49
461,Signal.WAIT,50
462,Signal.WAIT,52
463,Signal.WAIT,53
464,Signal.WAIT,55
465,Signal.WAIT,56
466,Signal.WAIT,57
467,Signal.WAIT,58
468,Signal.WAIT,59
469,Signal.WAIT,60
470,Signal.WAIT,61
471,Signal.WAIT,62
472,Signal.WAIT,63
473,Signal.WAIT,64
474,Signal.WAIT,65
475,Signal.WAIT,66
476,Signal.WAIT,68
477,Signal.WAIT,69
478,Signal.WAIT,70
479,Signal.WAIT,71
480,Signal.WAIT,72
481,Signal.WAIT,73
482,Signal.WAIT,74
483,Signal.WAIT,75
484,Signal.WAIT,76
485,Signal.WAIT,77
486,Signal.WAIT,78
487,Signal.WAIT,79
488,Signal.WAIT,80
489,Signal.WAIT,81
490,Signal.WAIT,82
491,Signal.WAIT,83
492,Signal.WAIT,84
493,Signal.WAIT,85
494,Signal.WAIT,86
495,Signal.WAIT,87
496,Signal.WAIT,88
497,Signal.WAIT,89
498,Signal.WAIT,90
499,Signal.WAIT,91
500,Signal.WAIT,92
501,Signal.WAIT,93
502,Signal.WAIT,94
503,Signal.WAIT,95
504,Signal.WAIT,96
505,Signal.WAIT,97
506,Signal.WAIT,98
507,Signal.WAIT,99
508,Signal.WAIT,100
509,Signal.WAIT,101
510,Signal.WAIT,102
511,Signal.WAIT,103
512,Signal.WAIT,104
513,Signal.WAIT,105
514,Signal.WAIT,106
515,Signal.WAIT,107
516,Signal.WAIT,108
517,Signal.WAIT,109
518,Signal.WAIT,110
519,Signal.WAIT,111
520,Signal.WAIT,112
521,Signal.WAIT,113
522,Signal.WAIT,114
523,Signal.WAIT,115
524,Signal.WAIT,116
525,Signal.WAIT,117
526,Signal.WAIT,118
527,Signal.WAIT,119
528,Signal.WAIT,120
529,Signal.WAIT,121
530,Signal.WAIT,122
531,Signal.WAIT,123
532,Signal.WAIT,124
533,Signal.WAIT,125
534,Signal.WAIT,126
535,Signal.WAIT,127
536,Signal.WAIT,128
537,Signal.WAIT,129
538,Signal.WAIT,130
539,Signal.WAIT,131
540,Signal.WAIT,132
541,Signal.WAIT,133
542,Signal.WAIT,134
543,Signal.WAIT,135
544,Signal.WAIT,136
545,Signal.WAIT,137
546,Signal.WAIT,138
547,Signal.WAIT,139
548,Signal.WAIT,0
549,Signal.WAIT,1
550,Signal.WAIT,2
551,Signal.WAIT,3
552,Signal.WAIT,4
553,Signal.WAIT,5
554,Signal.WAIT,6
555,Signal.WAIT,7
556,Signal.WAIT,8
557,Signal.WAIT,9
558,Signal.WAIT,10
559,Signal.WAIT,11
560,Signal.WAIT,12
561,Signal.WAIT,13
562,Signal.WAIT,14
563,Signal.WAIT,15
564,Signal.WAIT,16
565,Signal.WAIT,17
566,Signal.WAIT,18
567,Signal.WAIT,19
568,Signal.WAIT,20
569,Signal.WAIT,21
570,Signal.WAIT,22
571,Signal.WAIT,23
572,Signal.WAIT,24
573,Signal.WAIT,25
574,Signal.WAIT,26
575,Signal.WAIT,27
576,Signal.WAIT,28
577,Signal.WAIT,29
578,Signal.WAIT,30
579,Signal.WAIT,31
580,Signal.WAIT,32
581,Signal.WAIT,33
582,Signal.WAIT,34
583,Signal.WAIT,35
584,Signal.WAIT,36
585,Signal.WAIT,37
586,Signal.WAIT,38
587,Signal.WAIT,39
588,Signal.WAIT,40
589,Signal.WAIT,41
590,Signal.WAIT,42
591,Signal.WAIT,43
592,Signal.WAIT,44
593,Signal.WAIT,45
594,Signal.WAIT,46
595,Signal.WAIT,47
596,Signal.WAIT,48
597,Signal.WAIT,49
598,Signal.WAIT,50
599,Signal.WAIT,52
600,Signal.WAIT,53
601,Signal.WAIT,55
602,Signal.WAIT,56
603,Signal.WAIT,57
604,Signal.WAIT,58
605,Signal.WAIT,59
606,Signal.WAIT,60
607,Signal.WAIT,61
608,Signal.WAIT,62
609,Signal.WAIT,63
610,Signal.WAIT,64
611,Signal.WAIT,65
612,Signal.WAIT,66
613,Signal.WAIT,68
614,Signal.WAIT,69
615,Signal.WAIT,70
616,Signal.WAIT,71
617,Signal.WAIT,72
618,Signal.WAIT,73
619,Signal.WAIT,74
620,Signal.WAIT,75
621,Signal.WAIT,76
622,Signal.WAIT,77
623,Signal.WAIT,78
624,Signal.WAIT,79
625,Signal.WAIT,80
626,Signal.WAIT,81
627,Signal.WAIT,82
628,Signal.WAIT,83
629,Signal.WAIT,84
630,Signal.WAIT,85
631,Signal.WAIT,86
632,Signal.WAIT,87
633,Signal.WAIT,88
634,Signal.WAIT,89
635,Signal.WAIT,90
636,Signal.WAIT,91
637,Signal.WAIT,92
638,Signal.WAIT,93
639,Signal.WAIT,94
640,Signal.WAIT,95
641,Signal.WAIT,96
642,Signal.WAIT,97
643,Signal.WAIT,98
644,Signal.WAIT,99
645,Signal.WAIT,100
646,Signal.WAIT,101
647,Signal.WAIT,102
648,Signal.WAIT,103
649,Signal.WAIT,104
650,Signal.WAIT,105
651,Signal.WAIT,106
652,Signal.WAIT,107
653,Signal.WAIT,108
654,Signal.WAIT,109
655,Signal.WAIT,110
656,Signal.WAIT,111
657,Signal.WAIT,112
658,Signal.WAIT,113
659,Signal.WAIT,114
660,Signal.WAIT,115
661,Signal.WAIT,116
662,Signal.WAIT,117
663,Signal.WAIT,118
664,Signal.WAIT,119
665,Signal.WAIT,120
666,Signal.WAIT,121
667,Signal.WAIT,122
668,Signal.WAIT,123
669,Signal.WAIT,124
670,Signal.WAIT,125
671,Signal.WAIT,126
672,Signal.WAIT,127
673,Signal.WAIT,128
674,Signal.WAIT,129
675,Signal.WAIT,130
676,Signal.WAIT,131
677,Signal.WAIT,132
678,Signal.WAIT,133
679,Signal.WAIT,134
680,Signal.WAIT,135
681,Signal.WAIT,136
682,Signal.WAIT,137
683,Signal.WAIT,138
684,Signal.WAIT,139
685,Signal.WAIT,0
686,Signal.WAIT,1
687,Signal.WAIT,2
688,Signal.WAIT,3
689,Signal.WAIT,4
690,Signal.WAIT,5
691,Signal.WAIT,6
692,Signal.WAIT,7
693,Signal.WAIT,8
694,Signal.WAIT,9
695,Signal.WAIT,10
696,Signal.WAIT,11
697,Signal.WAIT,12
698,Signal.WAIT,13
699,Signal.WAIT,14
700,Signal.WAIT,15
701,Signal.WAIT,16
702,Signal.WAIT,17
703,Signal.WAIT,18
704,Signal.WAIT,19
705,Signal.WAIT,20
706,Signal.WAIT,21
707,Signal.WAIT,22
708,Signal.WAIT,23
709,Signal.WAIT,24
710,Signal.WAIT,25
711,Signal.WAIT,26
712,Signal.WAIT,27
713,Signal.WAIT,28
714,Signal.WAIT,29
715,Signal.WAIT,30
716,Signal.WAIT,31
717,Signal.WAIT,32
718,Signal.WAIT,33
719,Signal.WAIT,34
720,Signal.WAIT,35
721,Signal.WAIT,36
722,Signal.WAIT,37
723,Signal.WAIT,38
724,Signal.WAIT,39
725,Signal.WAIT,40
726,Signal.WAIT,41
727,Signal.WAIT,42
728,Signal.WAIT,43
729,Signal.WAIT,44
730,Signal.WAIT,45
731,Signal.WAIT,46
732,Signal.WAIT,47
733,Signal.WAIT,48
734,Signal.WAIT,49
735,Signal.WAIT,50
736,Signal.WAIT,52
737,Signal.WAIT,53
738,Signal.WAIT,55
739,Signal.WAIT,56
740,Signal.WAIT,57
741,Signal.WAIT,58
742,Signal.WAIT,59
743,Signal.WAIT,60
744,Signal.WAIT,61
745,Signal.WAIT,62
746,Signal.WAIT,63
747,Signal.WAIT,64
748,Signal.WAIT,65
749,Signal.WAIT,66
750,Signal.WAIT,68
751,Signal.WAIT,69
752,Signal.WAIT,70
753,Signal.WAIT,71
754,Signal.WAIT,72
755,Signal.WAIT,73
756,Signal.WAIT,74
757,Signal.WAIT,75
758,Signal.WAIT,76
759,Signal.WAIT,77
760,Signal.WAIT,78
761,Signal.WAIT,79
762,Signal.WAIT,80
763,Signal.WAIT,81
764,Signal.WAIT,82
765,Signal.WAIT,83
766,Signal.WAIT,84
767,Signal.WAIT,85
768,Signal.WAIT,86
769,Signal.WAIT,87
770,Signal.WAIT,88
771,Signal.WAIT,89
772,Signal.WAIT,90
773,Signal.WAIT,91
774,Signal.WAIT,92
775,Signal.WAIT,93
776,Signal.WAIT,94
777,Signal.WAIT,95
778,Signal.WAIT,96
779,Signal.WAIT,97
780,Signal.WAIT,98
781,Signal.WAIT,99
782,Signal.WAIT,100
783,Signal.WAIT,101
784,Signal.WAIT,102
785,Signal.WAIT,103
786,Signal.WAIT,104
787,Signal.WAIT,105
788,Signal.WAIT,106
789,Signal.WAIT,107
790,Signal.WAIT,108
791,Signal.WAIT,109
792,Signal.WAIT,110
793,Signal.WAIT,111
794,Signal.WAIT,112
795,Signal.WAIT,113
796,Signal.WAIT,114
797,Signal.WAIT,115
798,Signal.WAIT,116
799,Signal.WAIT,117
800,Signal.WAIT,118
801,Signal.WAIT,119
802,Signal.WAIT,120
803,Signal.WAIT,121
804,Signal.WAIT,122
805,Signal.WAIT,123
806,Signal.WAIT,124
807,Signal.WAIT,125
808,Signal.WAIT,126
809,Signal.WAIT,127
810,Signal.WAIT,128
811,Signal.WAIT,129
812,Signal.WAIT,130
813,Signal.WAIT,131
814,Signal.WAIT,132
815,Signal.WAIT,133
816,Signal.WAIT,134
817,Signal.WAIT,135
818,Signal.WAIT,136
819,Signal.WAIT,137
820,Signal.WAIT,138
821,Signal.WAIT,139
822,Signal.WAIT,0
823,Signal.WAIT,1
824,Signal.WAIT,2
825,Signal.WAIT,3
826,Signal.WAIT,4
827,Signal.WAIT,5
828,Signal.WAIT,6
829,Signal.WAIT,7
830,Signal.WAIT,8
831,Signal.WAIT,9
832,Signal.WAIT,10
833,Signal.WAIT,11
834,Signal.WAIT,12
835,Signal.WAIT,13
836,Signal.WAIT,14
837,Signal.WAIT,15
838,Signal.WAIT,16
839,Signal.WAIT,17
840,Signal.WAIT,18
841,Signal.WAIT,19
842,Signal.WAIT,20
843,Signal.WAIT,21
844,Signal.WAIT,22
845,Signal.WAIT,23
846,Signal.WAIT,24
847,Signal.WAIT,25
848,Signal.WAIT,26
849,Signal.WAIT,27
850,Signal.WAIT,28
851,Signal.WAIT,29
852,Signal.WAIT,30
853,Signal.WAIT,31
854,Signal.WAIT,32
855,Signal.WAIT,33
856,Signal.WAIT,34
857,Signal.WAIT,35
858,Signal.WAIT,36
859,Signal.WAIT,37
860,Signal.WAIT,38
861,Signal.WAIT,39
862,Signal.WAIT,40
863,Signal.WAIT,41
864,Signal.WAIT,42
865,Signal.WAIT,43
866,Signal.WAIT,44
867,Signal.WAIT,45
868,Signal.WAIT,46
869,Signal.WAIT,47
870,Signal.WAIT,48
871,Signal.WAIT,49
872,Signal.WAIT,50
873,Signal.WAIT,52
874,Signal.WAIT,53
875,Signal.WAIT,55
876,Signal.WAIT,56
877,Signal.WAIT,57
878,Signal.WAIT,58
879,Signal.WAIT,59
880,Signal.WAIT,60
881,Signal.WAIT,61
882,Signal.WAIT,62
883,Signal.WAIT,63
884,Signal.WAIT,64
885,Signal.WAIT,65
886,Signal.WAIT,66
887,Signal.WAIT,68
888,Signal.WAIT,69
889,Signal.WAIT,70
890,Signal.WAIT,71
891,Signal.WAIT,72
892,Signal.WAIT,73
893,Signal.WAIT,74
894,Signal.WAIT,75
895,Signal.WAIT,76
896,Signal.WAIT,77
897,Signal.WAIT,78
898,Signal.WAIT,79
899,Signal.WAIT,80
900,Signal.WAIT,81
901,Signal.WAIT,82
902,Signal.WAIT,83
903,Signal.WAIT,84
904,Signal.WAIT,85
905,Signal.WAIT,86
906,Signal.WAIT,87
907,Signal.WAIT,88
908,Signal.WAIT,89
909,Signal.WAIT,90
910,Signal.WAIT,91
911,Signal.WAIT,92
912,Signal.WAIT,93
913,Signal.WAIT,94
914,Signal.WAIT,95
915,Signal.WAIT,96
916,Signal.WAIT,97
917,Signal.WAIT,98
918,Signal.WAIT,99
919,Signal.WAIT,100
920,Signal.WAIT,101
921,Signal.WAIT,102
922,Signal.WAIT,103
923,Signal.WAIT,104
924,Signal.WAIT,105
925,Signal.WAIT,106
926,Signal.WAIT,107
927,Signal.WAIT,108
928,Signal.WAIT,109
929,Signal.WAIT,110
930,Signal.WAIT,111
931,Signal.WAIT,112
932,Signal.WAIT,113
933,Signal.WAIT,114
934,Signal.WAIT,115
935,Signal.WAIT,116
936,Signal.WAIT,117
937,Signal.WAIT,118
938,Signal.WAIT,119
939,Signal.WAIT,120
940,Signal.WAIT,121
941,Signal.WAIT,122
942,Signal.WAIT,123
943,Signal.WAIT,124
944,Signal.WAIT,125
945,Signal.WAIT,126
946,Signal.WAIT,127
947,Signal.WAIT,128
948,Signal.WAIT,129
949,Signal.WAIT,130
950,Signal.WAIT,131
951,Signal.WAIT,132
952,Signal.WAIT,133
953,Signal.WAIT,134
954,Signal.WAIT,135
955,Signal.WAIT,136
956,Signal.WAIT,137
957,Signal.WAIT,138
958,Signal.WAIT,139
959,Signal.WAIT,0
960,Signal.WAIT,1
961,Signal.WAIT,2
962,Signal.WAIT,3
963,Signal.WAIT,4
964,Signal.WAIT,5
965,Signal.WAIT,6
966,Signal.WAIT,7
967,Signal.WAIT,8
968,Signal.WAIT,9
969,Signal.WAIT,10
970,Signal.WAIT,11
971,Signal.WAIT,12
972,Signal.WAIT,13
973,Signal.WAIT,14
974,Signal.WAIT,15
975,Signal.WAIT,16
976,Signal.WAIT,17
977,Signal.WAIT,18
978,Signal.WAIT,19
979,Signal.WAIT,20
980,Signal.WAIT,21
981,Signal.WAIT,22
982,Signal.WAIT,23
983,Signal.WAIT,24
984,Signal.WAIT,25
985,Signal.WAIT,26
986,Signal.WAIT,27
987,Signal.WAIT,28
988,Signal.WAIT,29
989,Signal.WAIT,30
990,Signal.WAIT,31
991,Signal.WAIT,32
992,Signal.WAIT,33
993,Signal.WAIT,34
994,Signal.WAIT,35
995,Signal.WAIT,36
996,Signal.WAIT,37
997,Signal.WAIT,38
998,Signal.WAIT,39
999,Signal.WAIT,40
1000,Signal.WAIT,41
1001,Signal.WAIT,42
1002,Signal.WAIT,43
1003,Signal.WAIT,44
1004,Signal.WAIT,45
1005,Signal.WAIT,46
1006,Signal.WAIT,47
1007,Signal.WAIT,48
1008,Signal.WAIT,49
1009,Signal.WAIT,50
1010,Signal.WAIT,52
1011,Signal.WAIT,53
1012,Signal.WAIT,55
1013,Signal.WAIT,56
1014,Signal.WAIT,57
1015,Signal.WAIT,58
1016,Signal.WAIT,59
1017,Signal.WAIT,60
1018,Signal.WAIT,61
1019,Signal.WAIT,62
1020,Signal.WAIT,63
1021,Signal.WAIT,64
1022,Signal.WAIT,65
1023,Signal.WAIT,66
1024,Signal.WAIT,68
1025,Signal.WAIT,69
1026,Signal.WAIT,70
1027,Signal.WAIT,71
1028,Signal.WAIT,72
1029,Signal.WAIT,73
1030,Signal.WAIT,74
1031,Signal.WAIT,75
1032,Signal.WAIT,76
1033,Signal.WAIT,77
1034,Signal.WAIT,78
1035,Signal.WAIT,79
1036,Signal.WAIT,80
1037,Signal.WAIT,81
1038,Signal.WAIT,82
1039,Signal.WAIT,83
1040,Signal.WAIT,84
1041,Signal.WAIT,85
1042,Signal.WAIT,86
1043,Signal.WAIT,87
1044,Signal.WAIT,88
1045,Signal.WAIT,89
1046,Signal.WAIT,90
1047,Signal.WAIT,91
1048,Signal.WAIT,92
1049,Signal.WAIT,93
1050,Signal.WAIT,94
1051,Signal.WAIT,95
1052,Signal.WAIT,96
1053,Signal.WAIT,97
1054,Signal.WAIT,98
1055,Signal.WAIT,99
1056,Signal.WAIT,100
1057,Signal.WAIT,101
1058,Signal.WAIT,102
1059,Signal.WAIT,103
1060,Signal.WAIT,104
1061,Signal.WAIT,105
1062,Signal.WAIT,106
1063,Signal.WAIT,107
1064,Signal.WAIT,108
1065,Signal.WAIT,109
1066,Signal.WAIT,110
1067,Signal.WAIT,111
1068,Signal.WAIT,112
1069,Signal.WAIT,113
