symbol,bids,asks,timestamp
XBTUSD,"[[9594.5, 151805], [9594, 5414], [9593.5, 320], [9593, 1088], [9592.5, 2900], [9592, 200], [9591.5, 111426], [9590, 100], [9589.5, 550], [9589, 3000]]","[[9595, 14072], [9595.5, 100], [9596, 909], [9598, 50], [9599.5, 200], [9600, 920], [9601.5, 313], [9604, 108], [9605.5, 160], [9606, 1400]]",2020-06-06T17:59:05.607Z
