,hband,lband,w
748480,9727.166666666666,9717.166666666666,0.10285773061560353
748481,9740.25,9669.75,0.7264296754250386
748482,9724.388888888889,9653.72222222222,0.729345252088566
748483,9705.041666666666,9651.291666666666,0.5553737794692521
748484,9702.9,9644.9,0.5995513701816227
748485,9697.527777777777,9648.861111111111,0.5031085330308493
748486,9694.5,9651.642857142857,0.4430562016791857
748487,9692.0,9654.25,0.39025650965949477
748488,9690.037037037036,9656.37037037037,0.34804050134678416
748489,9688.466666666665,9658.066666666666,0.3142681893052292
748490,9687.181818181816,9659.454545454544,0.2866366246422848
748491,9686.09722222222,9660.59722222222,0.2636109240596657
748492,9685.192307692307,9661.576923076922,0.24412742338216029
748493,9684.42857142857,9662.357142857143,0.22816636207563862
748494,9683.777777777777,9663.044444444444,0.2143332180880721
748495,9684.458333333332,9663.270833333332,0.21901795107306957
748496,9684.254901960783,9664.313725490196,0.20612559879282888
748497,9684.074074074073,9665.240740740739,0.19466666921884168
748498,9683.929824561403,9666.035087719298,0.18495885572120963
748499,9684.666666666666,9666.366666666665,0.18913718647239605
748500,9684.539682539682,9667.11111111111,0.18012490628748554
748501,9684.439393939394,9667.757575757576,0.1724023190538995
748502,9684.478260869566,9668.347826086956,0.1666984936477213
748503,9685.069444444443,9668.694444444443,0.16921773040127855
748504,9686.1,9669.02,0.17649076833416613
748505,9686.865384615385,9669.903846153846,0.1752517505305298
748506,9687.648148148148,9670.87037037037,0.17333741486186158
748507,9688.214285714286,9672.035714285714,0.16713184415048843
748508,9688.764367816093,9673.1091954023,0.1617113381375808
748509,9693.238888888889,9673.03888888889,0.20861004093598
748510,9694.294444444444,9674.394444444444,0.20548628886713693
748511,9695.655555555557,9678.68888888889,0.1751457110233457
748512,9699.55,9681.083333333334,0.19056824768367042
748513,9703.705555555556,9683.172222222223,0.21182712934693584
748514,9706.583333333336,9686.983333333335,0.20212888466450588
748515,9709.800000000001,9689.833333333336,0.20584581495525167
748516,9712.544444444447,9692.811111111114,0.20338028104498312
748517,9715.438888888892,9695.205555555558,0.208476677744974
748518,9718.36666666667,9697.700000000004,0.2128821148121252
748519,9721.20555555556,9700.338888888893,0.21488164060645248
748520,9724.011111111116,9703.077777777782,0.21550664078452725
748521,9726.827777777782,9705.861111111117,0.2157876018758631
748522,9729.62222222223,9708.655555555562,0.21572555867718532
748523,9732.411111111118,9711.477777777785,0.21532043772678333
748524,9735.205555555562,9714.27222222223,0.21525856449729555
748525,9739.116666666672,9716.916666666673,0.22820684586271162
748526,9742.761111111116,9720.527777777783,0.22846429974151
748527,9746.40555555556,9724.138888888894,0.22872156174369115
748528,9750.033333333338,9727.766666666672,0.2286363620805883
748529,9753.533333333338,9730.533333333338,0.23609034390493416
748530,9756.955555555562,9733.922222222229,0.2363498821955975
748531,9763.155555555562,9736.755555555563,0.270770465050549
748532,9768.855555555561,9739.62222222223,0.29969876344356916
748533,9777.266666666672,9741.133333333339,0.37024892750771776
748534,9782.155555555562,9743.888888888896,0.39195513229054485
748535,9785.677777777784,9745.94444444445,0.40686157945576795
748536,9790.594444444452,9746.261111111118,0.4538430783527716
748537,9792.894444444451,9747.961111111119,0.4598911568184403
748538,9795.400000000005,9749.200000000006,0.47276485576577554
748539,9793.577777777782,9752.111111111117,0.42430499024506435
748540,9794.672222222229,9751.87222222223,0.43792906845142077
748541,9795.800000000007,9752.43333333334,0.44368885849872297
748542,9796.616666666672,9755.750000000005,0.41802271165809524
748543,9798.700000000006,9758.066666666673,0.4155424465189357
748544,9799.288888888894,9760.088888888893,0.4008307467176942
748545,9800.338888888893,9761.472222222226,0.3973728858325444
748546,9801.761111111115,9761.961111111113,0.4068755377725889
748547,9804.877777777781,9762.211111111113,0.4361064326834637
748548,9807.811111111114,9761.17777777778,0.4766044234386705
748549,9810.950000000004,9759.450000000004,0.5263050320892774
748550,9814.688888888893,9757.922222222227,0.5800622752315424
748551,9816.222222222226,9757.222222222226,0.602857613206101
748552,9820.011111111115,9755.57777777778,0.6583028863045511
748553,9823.794444444447,9754.994444444448,0.7028013876695282
748554,9826.288888888892,9756.222222222224,0.7156045133242559
748555,9826.494444444448,9758.594444444449,0.6933846497732363
748556,9827.650000000003,9759.483333333337,0.6960351523278823
748557,9831.650000000003,9757.250000000004,0.7596138629529948
748558,9836.11666666667,9754.983333333337,0.8282672574111017
748559,9836.722222222224,9757.155555555559,0.8121584463174054
748560,9837.97777777778,9758.37777777778,0.8123959557105893
748561,9836.427777777779,9760.194444444445,0.7780252379094834
748562,9835.716666666669,9760.416666666668,0.7685189595226378
748563,9830.955555555558,9762.888888888892,0.6947760237625548
748564,9829.161111111114,9763.727777777782,0.6679294074947739
748565,9828.494444444448,9764.961111111113,0.6485158593203874
748566,9826.36666666667,9767.800000000005,0.5977969633819488
748567,9827.038888888894,9769.005555555561,0.5922964044897897
748568,9827.483333333339,9770.68333333334,0.5796460553282967
748569,9828.266666666672,9771.766666666672,0.5765296317523266
748570,9829.966666666673,9772.766666666672,0.5835920840971228
748571,9829.811111111116,9774.24444444445,0.5668895041558759
748572,9831.24444444445,9773.64444444445,0.5876085330189783
748573,9831.527777777783,9773.79444444445,0.5889557200737463
748574,9832.438888888895,9774.172222222229,0.5943573454532031
748575,9832.944444444449,9774.74444444445,0.5936446700047259
748576,9833.355555555561,9776.088888888895,0.5840723007621016
748577,9832.005555555563,9777.905555555562,0.55176180752137
748578,9830.83333333334,9780.666666666673,0.5116045857447521
748579,9829.211111111117,9784.14444444445,0.4595508049503767
748580,9827.022222222227,9787.322222222227,0.40480577989691935
748581,9827.188888888893,9788.85555555556,0.3908365261090188
748582,9824.550000000007,9791.616666666672,0.33577746246719237
748583,9821.900000000005,9793.33333333334,0.2912702202539762
748584,9820.644444444451,9792.677777777784,0.28518031111506886
748585,9819.422222222229,9791.422222222229,0.2855562908504136
748586,9817.988888888895,9790.055555555562,0.284917074851356
748587,9813.588888888895,9791.888888888896,0.2213667042034058
748588,9808.716666666673,9793.783333333338,0.15236151851380483
748589,9807.483333333339,9791.850000000006,0.15952923568828736
748590,9805.838888888895,9790.072222222228,0.16091792392063392
748591,9804.127777777785,9788.327777777786,0.16128657232573462
748592,9801.966666666674,9788.166666666675,0.14088724936361768
748593,9801.033333333342,9787.13333333334,0.14192241914762938
748594,9800.588888888895,9786.388888888896,0.1449942932605905
748595,9799.944444444449,9785.74444444445,0.14500383499969377
748596,9799.29444444445,9785.09444444445,0.14501346026737863
748597,9798.611111111117,9784.444444444449,0.14468290330360528
748598,9798.933333333338,9783.300000000005,0.15966854308412087
748599,9799.51666666667,9782.383333333337,0.17499153129505515
748600,9797.838888888891,9782.73888888889,0.1542344681691418
748601,9796.800000000005,9782.033333333336,0.15084317247369086
748602,9793.972222222226,9782.572222222227,0.11646590676256752
748603,9792.288888888894,9782.922222222227,0.09569926590830133
748604,9791.172222222227,9782.438888888893,0.0892357908181391
748605,9790.450000000006,9781.716666666673,0.08924237650405153
748606,9790.18333333334,9780.916666666673,0.09469745355822021
748607,9789.711111111119,9780.677777777784,0.09231633959469601
748608,9789.216666666674,9780.650000000007,0.0875495659994363
748609,9789.055555555564,9780.455555555563,0.08789182265383703
748610,9788.900000000007,9780.266666666674,0.0882340416471477
748611,9788.588888888895,9780.855555555561,0.07903477643719192
748612,9788.84444444445,9781.14444444445,0.07869191999769093
748613,9789.111111111117,9781.411111111116,0.07868977549569336
748614,9789.422222222227,9781.488888888893,0.08107270313879522
748615,9790.127777777783,9781.161111111116,0.09163082429137048
748616,9790.133333333339,9781.166666666673,0.09163077227026645
748617,9790.222222222228,9781.12222222223,0.09299310045694567
748618,9790.227777777785,9781.094444444452,0.09333384050018634
748619,9790.116666666674,9781.516666666674,0.08788229222906305
